event_name,research_prompt,image_prompt,image_generated,saved_filename
birth-rembrandt,"Search the web for reference portraits, artworks, and historical records of ""Birth of Rembrandt"" (1606). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Rembrandt — The Dutch Golden Age master renowned for his portraits, dramatic light, and The Night Watch. A Dutch painter in a beret and gold chain emerging from deep shadow, lit on one cheek, palette and brushes raised before a dim easel. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-rembrandt.png
birth-pascal,"Search the web for reference portraits, artworks, and historical records of ""Birth of Blaise Pascal"" (1623). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Blaise Pascal — The French mathematician and physicist who pioneered probability theory and built an early calculator. A delicate, long-haired young Frenchman in a lace collar cranking a brass geared calculating machine on a candlelit desk, dice nearby. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-pascal.png
birth-john-locke,"Search the web for reference portraits, artworks, and historical records of ""Birth of John Locke"" (1632). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of John Locke — The English philosopher whose ideas on natural rights and government shaped liberalism and the Enlightenment. A long-haired philosopher in a brown coat seated by a window, quill resting, calm reasoning in his expression, books stacked beside him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-john-locke.png
birth-newton,"Search the web for reference portraits, artworks, and historical records of ""Birth of Isaac Newton"" (1643). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Isaac Newton — The English physicist who formulated the laws of motion and universal gravitation, founding classical mechanics. Newton in a long curled wig and scholar's coat holding a glass prism that splits a beam of sunlight into a spectrum across his study, an apple on the sill. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-newton.png
birth-antonio-vivaldi,"Search the web for reference portraits, artworks, and historical records of ""Birth of Vivaldi"" (1678). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Vivaldi — The Italian Baroque composer and violinist behind The Four Seasons, master of the concerto form. A red-haired Baroque priest-composer in clerical black, violin tucked under his chin mid-stroke, bow flying, a Venetian canal glimpsed through the window behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-antonio-vivaldi.png
birth-handel,"Search the web for reference portraits, artworks, and historical records of ""Birth of Handel"" (1685). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Handel — The German-British Baroque composer of Messiah and Water Music, a giant of choral and orchestral music. A wigged Baroque composer in a richly embroidered coat conducting with a rolled score, candlelit orchestra and choir glowing behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-handel.png
birth-voltaire,"Search the web for reference portraits, artworks, and historical records of ""Birth of Voltaire"" (1694). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Voltaire — The French Enlightenment writer and wit who championed free speech, reason, and religious tolerance. A thin, smirking Enlightenment writer in a powdered wig and silk coat, quill mid-flourish, one eyebrow arched in sly wit. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,birth-voltaire.png
birth-benjamin-franklin,"Search the web for reference portraits, artworks, and historical records of ""Birth of Benjamin Franklin"" (1706). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Benjamin Franklin — The American polymath, inventor, and Founding Father who studied electricity and helped shape the new nation. A balding bespectacled man in a plain brown coat holding a kite string in a storm, a key glinting and a spark leaping near his hand. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-benjamin-franklin.png
birth-linnaeus,"Search the web for reference portraits, artworks, and historical records of ""Birth of Carl Linnaeus"" (1707). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Carl Linnaeus — The Swedish botanist who created the modern system for naming and classifying living organisms. A coated naturalist in a tricorn hat kneeling among wildflowers, magnifying glass and pressed specimens in hand, a Lapland landscape behind. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-linnaeus.png
birth-david-hume,"Search the web for reference portraits, artworks, and historical records of ""Birth of David Hume"" (1711). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of David Hume — The Scottish philosopher whose empiricism and skepticism deeply influenced Enlightenment thought. A stout, genial Scottish philosopher in an 18th-century coat and powdered wig seated in contemplation, quill paused over blank pages. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-david-hume.png
birth-rousseau,"Search the web for reference portraits, artworks, and historical records of ""Birth of Rousseau"" (1712). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Rousseau — The Swiss-French philosopher whose ideas on the social contract influenced the French Revolution. A pensive philosopher in a fur-trimmed Armenian robe and cap walking a wooded path alone, gathering plants, a distant Alpine village behind. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-rousseau.png
birth-adam-smith,"Search the web for reference portraits, artworks, and historical records of ""Birth of Adam Smith"" (1723). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Adam Smith — The Scottish economist whose The Wealth of Nations founded modern economics and championed free markets. A bewigged 18th-century scholar in a frock coat at his desk, quill in hand, gesturing toward a globe and stacks of ledgers. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-adam-smith.png
birth-immanuel-kant,"Search the web for reference portraits, artworks, and historical records of ""Birth of Immanuel Kant"" (1724). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Immanuel Kant — The German philosopher of the Critique of Pure Reason who reshaped ethics and the theory of knowledge. A slight, precise man in a powdered wig and Prussian coat pausing on a tree-lined walk, pocket watch in hand, gazing at a starry sky. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-immanuel-kant.png
birth-edmund-burke,"Search the web for reference portraits, artworks, and historical records of ""Birth of Edmund Burke"" (1729). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Edmund Burke — The Irish statesman and philosopher whose writings on tradition founded modern conservative thought. An 18th-century Irish statesman in a powdered wig and dark frock coat, one hand raised mid-oration, standing resolute against a paneled parliamentary chamber. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-edmund-burke.png
birth-george-washington,"Search the web for reference portraits, artworks, and historical records of ""Birth of George Washington"" (1732). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of George Washington — The commander of the Continental Army and first US president who set the precedents of the new republic. A tall general in Continental blue-and-buff uniform astride a white horse, tricorn hat and sword, surveying a windswept field. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",,birth-george-washington.png
birth-joseph-haydn,"Search the web for reference portraits, artworks, and historical records of ""Birth of Joseph Haydn"" (1732). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Joseph Haydn — The Austrian composer who shaped the symphony and string quartet, mentor to Mozart and Beethoven. A genial Austrian composer in an embroidered coat and powdered wig conducting at a harpsichord, court musicians and candle sconces softly behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-joseph-haydn.png
birth-john-adams,"Search the web for reference portraits, artworks, and historical records of ""Birth of John Adams"" (1735). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of John Adams — The American Founding Father and second US president who championed independence from Britain. A stout colonial statesman in a dark coat and waistcoat standing firm, one hand raised in argument, candlelit parlor behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-john-adams.png
birth-paul-revere,"Search the web for reference portraits, artworks, and historical records of ""Birth of Paul Revere"" (1735). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Paul Revere — The American silversmith and patriot famed for his midnight ride warning of the British advance in 1775. A colonial American silversmith on horseback at night, lantern raised, three-cornered hat low, galloping past dark New England houses under a moonlit sky. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-paul-revere.png
birth-james-watt,"Search the web for reference portraits, artworks, and historical records of ""Birth of James Watt"" (1736). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of James Watt — The Scottish engineer whose improved steam engine became a driving force of the Industrial Revolution. A Scottish engineer in workshop apron beside a gleaming brass steam engine, hand on its piston and governor, steam curling upward. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-james-watt.png
birth-thomas-jefferson,"Search the web for reference portraits, artworks, and historical records of ""Birth of Thomas Jefferson"" (1743). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Thomas Jefferson — The principal author of the Declaration of Independence and third US president who doubled the nation's size. A tall, auburn-haired Virginian in 18th-century dress standing on the portico of a domed neoclassical house, quill resting on a desk nearby. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-thomas-jefferson.png
birth-mozart,"Search the web for reference portraits, artworks, and historical records of ""Birth of Mozart"" (1756). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Mozart — The Austrian composer and prodigy whose operas, symphonies, and concertos epitomize the Classical era. A young composer in a powdered wig and embroidered coat at a candlelit harpsichord mid-flourish, quill and scattered music sheets around him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-mozart.png
birth-lafayette,"Search the web for reference portraits, artworks, and historical records of ""Birth of Lafayette"" (1757). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Lafayette — The French general who served the American Revolution and championed liberty in the French Revolution. A young French general in a Continental Army uniform of blue and buff, plumed bicorn under his arm, sword at his hip against a Revolutionary War encampment. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-lafayette.png
birth-mary-wollstonecraft,"Search the web for reference portraits, artworks, and historical records of ""Birth of Mary Wollstonecraft"" (1759). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Mary Wollstonecraft — The English writer whose Vindication of the Rights of Woman laid foundations for modern feminism. An 18th-century Englishwoman in a simple muslin gown seated at a writing desk, quill in hand, gaze direct and fearless, books stacked beside her. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-mary-wollstonecraft.png
birth-robert-burns,"Search the web for reference portraits, artworks, and historical records of ""Birth of Robert Burns"" (1759). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Robert Burns — Scotland's national poet, author of Auld Lang Syne and a pioneer of the Romantic movement. A Scottish ploughman-poet in a rough coat leaning on a plough at the edge of a heather field, a sprig of thistle in his lapel under a grey Ayrshire sky. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-robert-burns.png
birth-eli-whitney,"Search the web for reference portraits, artworks, and historical records of ""Birth of Eli Whitney"" (1765). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Eli Whitney — The American inventor of the cotton gin who pioneered interchangeable parts in manufacturing. An American inventor in a workshop holding a hand-cranked cotton gin, raw cotton fibers and toothed cylinder visible, tools and gears scattered on the bench. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-eli-whitney.png
birth-andrew-jackson,"Search the web for reference portraits, artworks, and historical records of ""Birth of Andrew Jackson"" (1767). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Andrew Jackson — The seventh US president and war hero whose populist era reshaped American democracy. A stern frontier general with a shock of white hair in a dark military coat, sword at his side, standing against a misty battlefield horizon. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-andrew-jackson.png
birth-georges-cuvier,"Search the web for reference portraits, artworks, and historical records of ""Birth of Georges Cuvier"" (1769). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Georges Cuvier — The French naturalist who founded comparative anatomy and paleontology and established extinction as fact. A French naturalist in an early-19th-century coat examining a massive fossil skull on a study table, comparative bones and a mammoth tusk behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-georges-cuvier.png
birth-beethoven,"Search the web for reference portraits, artworks, and historical records of ""Birth of Beethoven"" (1770). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Beethoven — The German composer who bridged Classical and Romantic music, creating symphonies even as he went deaf. An intense composer with wild dark hair at a piano, brow furrowed, one hand pressed near his ear as candlelight catches scattered scores. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-beethoven.png
birth-georg-hegel,"Search the web for reference portraits, artworks, and historical records of ""Birth of Georg Hegel"" (1770). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Georg Hegel — The German idealist philosopher whose dialectic shaped modern thought from Marxism to existentialism. A stern German philosopher in a high-collared early-19th-century coat at a lecture podium, hand raised in dialectical gesture, books behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-georg-hegel.png
birth-william-wordsworth,"Search the web for reference portraits, artworks, and historical records of ""Birth of W. Wordsworth"" (1770). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of W. Wordsworth — The English Romantic poet of Lyrical Ballads and The Prelude who exalted nature and inner experience. A contemplative Romantic poet in a long coat standing among hills and daffodils above a misty lake, quill and notebook in hand. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-william-wordsworth.png
birth-jane-austen,"Search the web for reference portraits, artworks, and historical records of ""Birth of Jane Austen"" (1775). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Jane Austen — The English novelist behind Pride and Prejudice, master of the social comedy of manners. A young Englishwoman in a high-waisted Regency gown and bonnet seated at a small writing table by a window, quill poised, a faint knowing smile. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-jane-austen.png
death-james-cook,"Search the web for reference portraits, artworks, and historical records of ""Death of Captain James Cook"" (1779). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Death of Captain James Cook — The British explorer who charted the Pacific and reached Australia and Hawaii, where he was killed. A British naval captain in a tricorn hat and blue coat falling on a Hawaiian shore, surf and palms behind him, his pistol slipping from his grip. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,death-james-cook.png
birth-simon-bolivar,"Search the web for reference portraits, artworks, and historical records of ""Birth of Simon Bolivar"" (1783). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Simon Bolivar — The liberator who freed much of South America from Spanish rule and dreamed of a united continent. A dashing liberator in an ornate military uniform and sash astride a rearing horse, sword aloft against Andean peaks. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-simon-bolivar.png
birth-lord-byron,"Search the web for reference portraits, artworks, and historical records of ""Birth of Lord Byron"" (1788). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Lord Byron — The English Romantic poet of Don Juan and Childe Harold, as famed for his scandalous life as his verse. A handsome Romantic poet in an open-collared shirt and dark cloak, brooding by a moonlit Mediterranean shore, hand on a marble balustrade. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-lord-byron.png
birth-schopenhauer,"Search the web for reference portraits, artworks, and historical records of ""Birth of Schopenhauer"" (1788). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Schopenhauer — The German philosopher of The World as Will and Representation whose pessimism shaped later thinkers. A sober, mutton-chopped philosopher in a black coat seated with a small dog and a thick book, gaze heavy and inward. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-schopenhauer.png
birth-charles-babbage,"Search the web for reference portraits, artworks, and historical records of ""Birth of Charles Babbage"" (1791). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Charles Babbage — The English mathematician who designed the Analytical Engine, conceiving the first programmable computer. A Victorian mathematician in a dark coat beside a towering brass mechanism of gears and rods, the Analytical Engine gleaming in lamplight. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-charles-babbage.png
birth-michael-faraday,"Search the web for reference portraits, artworks, and historical records of ""Birth of Michael Faraday"" (1791). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Michael Faraday — The English scientist who discovered electromagnetic induction, laying the foundations of electric power. A Victorian scientist in a frock coat holding a coil of wire near a horseshoe magnet, a galvanometer needle flicking on the bench. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-michael-faraday.png
birth-samuel-morse,"Search the web for reference portraits, artworks, and historical records of ""Birth of Samuel Morse"" (1791). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Samuel Morse — The American inventor and painter who developed the telegraph and co-created Morse code. An American inventor in a frock coat tapping a brass telegraph key, his other hand on a coil of wire, a painter's easel half-visible behind him. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-samuel-morse.png
death-antoine-lavoisier,"Search the web for reference portraits, artworks, and historical records of ""Death of Lavoisier"" (1794). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Death of Lavoisier — The French chemist who named oxygen and founded modern chemistry, guillotined during the Reign of Terror. A composed chemist in fine coat kneeling at a guillotine, distant lab glassware and balance scale glinting behind the scaffold crowd. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,death-antoine-lavoisier.png
death-catherine-the-great,"Search the web for reference portraits, artworks, and historical records of ""Death of Catherine the Great"" (1796). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Death of Catherine the Great — Empress of Russia who expanded the empire and championed the Enlightenment over a 34-year reign. An aging empress in a jeweled court gown and ermine-trimmed robe, crown set aside, seated regally on a gilded throne in a candlelit Russian palace. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,death-catherine-the-great.png
birth-franz-schubert,"Search the web for reference portraits, artworks, and historical records of ""Birth of Franz Schubert"" (1797). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Franz Schubert — The Austrian composer of over 600 songs along with symphonies and chamber works, master of the lied. A bespectacled young composer with curly hair at a small piano in a candlelit Vienna room, quill poised over a song manuscript. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-franz-schubert.png
birth-mary-shelley,"Search the web for reference portraits, artworks, and historical records of ""Birth of Mary Shelley"" (1797). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Mary Shelley — The English novelist who created Frankenstein, pioneering the science fiction genre at age twenty. A young Englishwoman in an early-19th-century gown by candlelight, quill in hand, a shadowy stitched figure looming in the storm-lit darkness behind her. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-mary-shelley.png
birth-sojourner-truth,"Search the web for reference portraits, artworks, and historical records of ""Birth of Sojourner Truth"" (1797). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Sojourner Truth — The American abolitionist and women's rights orator known for her Ain't I a Woman speech. A tall, dignified Black woman in a plain shawl and bonnet, knitting in one hand, standing with commanding presence before a rapt unseen audience. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-sojourner-truth.png
birth-balzac,"Search the web for reference portraits, artworks, and historical records of ""Birth of Honore de Balzac"" (1799). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Honore de Balzac — The French novelist whose vast Human Comedy chronicled the society of post-Napoleonic France. A robust French novelist in a monk-like writing robe at a cluttered desk, coffee cup and candle burning low, mid-furious scribbling. candlelit ambers, powder-blue, dark mahogany painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-balzac.png
birth-victor-hugo,"Search the web for reference portraits, artworks, and historical records of ""Birth of Victor Hugo"" (1802). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Victor Hugo — The French writer behind Les Miserables and The Hunchback of Notre-Dame, giant of Romantic literature. A bearded French writer in a dark frock coat gazing from a balcony over rooftops of Paris, the towers of Notre-Dame rising beyond. iron grays, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-victor-hugo.png
birth-ralph-waldo-emerson,"Search the web for reference portraits, artworks, and historical records of ""Birth of Emerson"" (1803). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Emerson — The American essayist and leader of Transcendentalism who championed self-reliance and nature. A thin, thoughtful American essayist in a dark coat and cravat standing among autumn trees, one hand raised, gazing skyward in contemplation. iron grays, steam whites, gaslight yellows painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-ralph-waldo-emerson.png
